id	iri	label
76	http://purl.obolibrary.org/obo/RO_0002598	capable of positively regulating
77	http://purl.obolibrary.org/obo/RO_0002608	process has causal agent
78	http://purl.obolibrary.org/obo/RO_0002629	directly positively regulates
79	http://purl.obolibrary.org/obo/RO_0002630	directly negatively regulates
80	http://purl.obolibrary.org/obo/RO_0004007	has primary input or output
81	http://purl.obolibrary.org/obo/RO_0004008	has primary output
82	http://purl.obolibrary.org/obo/RO_0004009	has primary input
83	http://purl.obolibrary.org/obo/RO_0004046	causally upstream of or within, negative effect
84	http://purl.obolibrary.org/obo/RO_0004047	causally upstream of or within, positive effect
85	http://purl.obolibrary.org/obo/RO_0012008	results in fusion of
86	http://purl.obolibrary.org/obo/RO_0012011	indirectly causally upstream of
87	http://purl.obolibrary.org/obo/RO_0012012	indirectly regulates
88	http://purl.obolibrary.org/obo/RO_0012013	positively regulates in another organism
89	http://purl.obolibrary.org/obo/RO_0012014	negatively regulates in another organism
90	http://purl.obolibrary.org/obo/RO_0017001	device utilizes material
91	http://purl.obolibrary.org/obo/RO_0040036	results in changes to anatomical or cellular structure
