id	iri	label
77	http://purl.obolibrary.org/obo/RO_0002372	has muscle origin
78	http://purl.obolibrary.org/obo/RO_0002373	has muscle insertion
79	http://purl.obolibrary.org/obo/RO_0002374	derived from ancestral fusion of
80	http://purl.obolibrary.org/obo/RO_0002375	in branching relationship with
81	http://purl.obolibrary.org/obo/RO_0002376	tributary of
82	http://purl.obolibrary.org/obo/RO_0002380	branching part of
83	http://purl.obolibrary.org/obo/RO_0002384	has developmental potential involving
84	http://purl.obolibrary.org/obo/RO_0002385	has potential to developmentally contribute to
85	http://purl.obolibrary.org/obo/RO_0002387	has potential to develop into
86	http://purl.obolibrary.org/obo/RO_0002388	has potential to directly develop into
87	http://purl.obolibrary.org/obo/RO_0002433	contributes to morphology of
88	http://purl.obolibrary.org/obo/RO_0002473	composed primarily of
89	http://purl.obolibrary.org/obo/RO_0002487	relation between physical entity and a process or stage
90	http://purl.obolibrary.org/obo/RO_0002488	existence starts during
91	http://purl.obolibrary.org/obo/RO_0002489	existence starts with
92	http://purl.obolibrary.org/obo/RO_0002490	existence overlaps
93	http://purl.obolibrary.org/obo/RO_0002491	existence starts and ends during
94	http://purl.obolibrary.org/obo/RO_0002492	existence ends during
95	http://purl.obolibrary.org/obo/RO_0002493	existence ends with
96	http://purl.obolibrary.org/obo/RO_0002494	transformation of
97	http://purl.obolibrary.org/obo/RO_0002495	immediate transformation of
98	http://purl.obolibrary.org/obo/RO_0002496	existence starts during or after
99	http://purl.obolibrary.org/obo/RO_0002497	existence ends during or before
100	http://purl.obolibrary.org/obo/RO_0002551	has skeleton
101	http://purl.obolibrary.org/obo/RO_0002567	biomechanically related to
102	http://purl.obolibrary.org/obo/RO_0002568	has muscle antagonist
103	http://purl.obolibrary.org/obo/RO_0002570	conduit for
104	http://purl.obolibrary.org/obo/RO_0002571	lumen of
105	http://purl.obolibrary.org/obo/RO_0002572	luminal space of
106	http://purl.obolibrary.org/obo/RO_0002576	skeleton of
107	http://purl.obolibrary.org/obo/RO_0003000	produces
108	http://purl.obolibrary.org/obo/RO_0003001	produced by
109	http://purl.obolibrary.org/obo/RO_0020101	vessel supplies blood to
110	http://purl.obolibrary.org/obo/RO_0020102	vessel drains blood from
111	http://purl.obolibrary.org/obo/uberon/core#anastomoses_with	anastomoses with
112	http://purl.obolibrary.org/obo/uberon/core#anteriorly_connected_to	anteriorly connected to
113	http://purl.obolibrary.org/obo/uberon/core#channel_for	channel for
114	http://purl.obolibrary.org/obo/uberon/core#channels_from	channels_from
115	http://purl.obolibrary.org/obo/uberon/core#channels_into	channels_into
116	http://purl.obolibrary.org/obo/uberon/core#distally_connected_to	distally connected to
117	http://purl.obolibrary.org/obo/uberon/core#extends_fibers_into	extends_fibers_into
118	http://purl.obolibrary.org/obo/uberon/core#filtered_through	filtered through
119	http://purl.obolibrary.org/obo/uberon/core#in_innermost_side_of	in_innermost_side_of
120	http://purl.obolibrary.org/obo/uberon/core#in_outermost_side_of	in_outermost_side_of
121	http://purl.obolibrary.org/obo/uberon/core#layer_part_of	layer part of
122	http://purl.obolibrary.org/obo/uberon/core#posteriorly_connected_to	posteriorly connected to
123	http://purl.obolibrary.org/obo/uberon/core#protects	protects
124	http://purl.obolibrary.org/obo/uberon/core#proximally_connected_to	proximally connected to
125	http://purl.obolibrary.org/obo/uberon/core#sexually_homologous_to	sexually_homologous_to
126	http://purl.obolibrary.org/obo/uberon/core#subdivision_of	subdivision of
127	http://purl.obolibrary.org/obo/uberon/core#trunk_part_of	trunk_part_of
