file	lean_rc	madaros_rc	verdict
artifacts/ontology-frontiers/real-data/scale/probe_dense_10000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_15000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_20000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_22000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_24000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_27000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_30000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_4000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_50000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_6000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_8000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_dense_arr_30000.sio	0	0	AGREE_ACCEPT
artifacts/ontology-frontiers/real-data/scale/probe_dense_arr_50000.sio	0	0	AGREE_ACCEPT
artifacts/ontology-frontiers/real-data/scale/probe_sparse_10000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_sparse_100000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_sparse_30000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_sparse_300000.sio	1	0	LEAN_ONLY
artifacts/ontology-frontiers/real-data/scale/probe_sparse_loop_chain_10000.sio	0	0	AGREE_ACCEPT
artifacts/ontology-frontiers/real-data/scale/probe_sparse_loop_chain_30000.sio	0	0	AGREE_ACCEPT
artifacts/ontology-frontiers/real-data/scale/probe_sparse_loop_star_100000.sio	0	0	AGREE_ACCEPT
artifacts/ontology-frontiers/real-data/scale/probe_sparse_loop_star_1000000.sio	0	0	AGREE_ACCEPT
artifacts/ontology-frontiers/real-data/scale/probe_sparse_loop_star_10000000.sio	0	0	AGREE_ACCEPT
artifacts/ontology-frontiers/real-data/tbox_data.sio	1	0	LEAN_ONLY
artifacts/zd-ssm/audit.sio	0	0	AGREE_ACCEPT
artifacts/zd-ssm/benchmarks/muse_bench_eval.sio	0	0	AGREE_ACCEPT
artifacts/zd-ssm/benchmarks/wmdp_eval.sio	0	0	AGREE_ACCEPT
artifacts/zd-ssm/benchmarks/zsre_eval.sio	0	0	AGREE_ACCEPT
artifacts/zd-ssm/inference.sio	0	1	MADAROS_ONLY
artifacts/zd-ssm/model.sio	1	0	LEAN_ONLY
artifacts/zd-ssm/train_lora.sio	0	0	AGREE_ACCEPT
benchmarks/cl44_vs_octonion.sio	1	1	AGREE_REJECT
benchmarks/comparison/linalg/sounio_bench.sio	0	0	AGREE_ACCEPT
benchmarks/comparison/ode/sounio_bench.sio	0	0	AGREE_ACCEPT
benchmarks/comparison/particle_physics_parity_ref.sio	0	1	MADAROS_ONLY
benchmarks/comparison/uncertainty/sounio_bench.sio	0	0	AGREE_ACCEPT
benchmarks/fmri/causal_connectivity.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/001_two_sum.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/002_fizzbuzz.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/003_reverse_string.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/004_palindrome.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/005_fibonacci.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/006_max_subarray.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/007_binary_search.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/008_gcd.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/009_power.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/010_count_primes.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/011_is_sorted.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/012_remove_duplicates.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/013_merge_sorted.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/014_rotate_array.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/015_roman_to_int.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/016_valid_parens.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/017_spiral_matrix.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/018_longest_common_prefix.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/019_string_to_int.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/020_run_length_encode.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/021_matrix_determinant.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/022_median.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/023_moving_average.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/024_histogram.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/025_kadane_2d.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/026_polynomial_eval.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/027_interpolation.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/028_trapezoidal_rule.sio	0	1	MADAROS_ONLY
benchmarks/humaneval_sounio/029_selection_sort.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/030_insertion_sort.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/031_matrix_multiply.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/032_prefix_sum.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/033_dutch_flag.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/034_majority_element.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/035_stock_profit.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/036_container_water.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/037_jump_game.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/038_climb_stairs.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/039_house_robber.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/040_coin_change.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/041_longest_increasing.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/042_edit_distance.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/043_unique_paths.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/044_decode_ways.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/045_word_break.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/046_set_intersection.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/047_set_union.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/048_range_sum_query.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/049_count_inversions.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/050_next_permutation.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/051_min_stack.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/052_max_stack.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/053_queue_from_stacks.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/054_valid_bst.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/055_level_order.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/056_kth_smallest.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/057_top_k_frequent.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/058_group_anagrams.sio	1	0	LEAN_ONLY
benchmarks/humaneval_sounio/059_longest_substring.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/060_minimum_window.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/061_product_except_self.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/062_trap_water.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/063_largest_rectangle.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/064_maximal_square.sio	1	0	LEAN_ONLY
benchmarks/humaneval_sounio/065_word_search.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/066_surrounded_regions.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/067_num_islands.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/068_course_schedule.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/069_implement_trie.sio	1	0	LEAN_ONLY
benchmarks/humaneval_sounio/070_lru_cache.sio	1	0	LEAN_ONLY
benchmarks/humaneval_sounio/071_serialize_tree.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/072_kmp_search.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/073_rabin_karp.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/074_topological_sort.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/075_dijkstra.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/076_longest_palindrome_substring.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/077_count_and_say.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/078_spiral_order.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/079_set_matrix_zeroes.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/080_search_rotated.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/081_find_peak.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/082_sqrt_int.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/083_pow_double.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/084_atoi.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/085_add_binary.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/086_multiply_strings.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/087_zigzag_conversion.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/088_pascal_triangle.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/089_roman_to_integer.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/090_integer_to_roman.sio	1	0	LEAN_ONLY
benchmarks/humaneval_sounio/091_hamming_distance.sio	1	1	AGREE_REJECT
benchmarks/humaneval_sounio/092_popcount.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/093_reverse_bits.sio	1	1	AGREE_REJECT
benchmarks/humaneval_sounio/094_single_number.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/095_bitwise_and_range.sio	1	1	AGREE_REJECT
benchmarks/humaneval_sounio/096_gray_code.sio	1	1	AGREE_REJECT
benchmarks/humaneval_sounio/097_subsets.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/098_permutations.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/099_combination_sum.sio	0	0	AGREE_ACCEPT
benchmarks/humaneval_sounio/100_matrix_chain.sio	0	0	AGREE_ACCEPT
benchmarks/particle_physics/bench_cross_section.sio	0	0	AGREE_ACCEPT
benchmarks/particle_physics/bench_decay_widths.sio	0	0	AGREE_ACCEPT
benchmarks/particle_physics/bench_rge_running.sio	0	1	MADAROS_ONLY
benchmarks/pbpk/causal_intervention.sio	1	0	LEAN_ONLY
benchmarks/qnn/mnist_epistemic.sio	1	0	LEAN_ONLY
benchmarks/sounio_bench/sb_001_uncertainty_propagation.sio	0	0	AGREE_ACCEPT
benchmarks/sounio_bench/sb_002_effect_safe_division.sio	0	0	AGREE_ACCEPT
benchmarks/sounio_bench/sb_003_higher_order_pipeline.sio	0	0	AGREE_ACCEPT
benchmarks/sounio_bench/sb_004_struct_accumulator.sio	0	0	AGREE_ACCEPT
benchmarks/sounio_bench/sb_005_enum_state_machine.sio	0	0	AGREE_ACCEPT
benchmarks/stdlib_validation/epistemic_gum/sounio_bench.sio	1	1	AGREE_REJECT
benchmarks/stdlib_validation/linalg_epistemic_matmul/sounio_bench.sio	1	1	AGREE_REJECT
benchmarks/stdlib_validation/linalg_matrix/sounio_bench.sio	1	1	AGREE_REJECT
benchmarks/stdlib_validation/stats_regression_linear/sounio_bench.sio	1	1	AGREE_REJECT
datasets/sounio-ai-bracketing/generated_c2_halton_driver.sio	0	0	AGREE_ACCEPT
datasets/sounio-ai-bracketing/generated_driver_chunk0.sio	0	0	AGREE_ACCEPT
datasets/sounio-ai-bracketing/generated_driver_chunk1.sio	0	0	AGREE_ACCEPT
datasets/sounio-ai-bracketing/generated_driver_chunk2.sio	0	0	AGREE_ACCEPT
datasets/sounio-ai-bracketing/generated_driver_chunk3.sio	0	0	AGREE_ACCEPT
datasets/sounio-ai-bracketing/generated_driver_chunk4.sio	0	0	AGREE_ACCEPT
datasets/sounio-ai-bracketing/generated_magnitude_driver.sio	0	0	AGREE_ACCEPT
demo/fregni/bad_path.sio	1	1	AGREE_REJECT
demo/fregni/fregni_demo.sio	0	0	AGREE_ACCEPT
demo_incerteza.sio	0	0	AGREE_ACCEPT
demo_portas_rejeicao.sio	1	0	LEAN_ONLY
demo_portas_sucesso.sio	1	0	LEAN_ONLY
demo_unidades.sio	0	1	MADAROS_ONLY
demos/hydrogen/bayes_pilot.sio	0	0	AGREE_ACCEPT
demos/hydrogen/caprock_integrity_v2.sio	0	0	AGREE_ACCEPT
demos/hydrogen/caprock_seal_pbox.sio	0	0	AGREE_ACCEPT
demos/hydrogen/hub_chain.sio	0	0	AGREE_ACCEPT
demos/hydrogen/methanation_logk_gate.sio	0	0	AGREE_ACCEPT
demos/hydrogen/mh7_reliability.sio	0	0	AGREE_ACCEPT
demos/hydrogen/mh_cascade_uq.sio	0	0	AGREE_ACCEPT
demos/hydrogen/mh_stage_uq.sio	0	0	AGREE_ACCEPT
demos/hydrogen/site_screening.sio	0	1	MADAROS_ONLY
demos/hydrogen/smr_h2_lcoh.sio	0	0	AGREE_ACCEPT
demos/hydrogen/sobol_voi.sio	0	0	AGREE_ACCEPT
demos/hydrogen/trieres_chain.sio	0	0	AGREE_ACCEPT
demos/hydrogen/uhs_brine_calcite.sio	0	1	MADAROS_ONLY
demos/hydrogen/valley_chain_epistemic.sio	0	0	AGREE_ACCEPT
demos/hydrogen/vanthoff_gate.sio	0	0	AGREE_ACCEPT
docs/audit/EPISTEMIC_MADAROS_SIGSEGV_2026-06-29/reference/epistemic_bmi_f64_println_probe.sio	1	0	LEAN_ONLY
docs/audit/EPISTEMIC_MADAROS_SIGSEGV_2026-06-29/reference/f64_div_println_probe.sio	1	0	LEAN_ONLY
docs/audit/EPISTEMIC_MADAROS_SIGSEGV_2026-06-29/reference/f64_println_literal_probe.sio	1	0	LEAN_ONLY
docs/audit/EPISTEMIC_MADAROS_SIGSEGV_2026-06-29/reference/f64_println_local_probe.sio	1	0	LEAN_ONLY
docs/audit/exactly_private_lean/witness_ceremony_with_zd.sio	0	0	AGREE_ACCEPT
docs/audit/exactly_private_lean/witness_nozd.sio	1	1	AGREE_REJECT
docs/audit/exactly_private_ta/witness_ep_one.sio	0	0	AGREE_ACCEPT
docs/audit/exactly_private_ta/witness_ep_two_args.sio	0	1	MADAROS_ONLY
docs/audit/exactly_private_ta/witness_knowledge_epsilon.sio	1	0	LEAN_ONLY
docs/audit/exactly_private_ta/witness_robust_annot_only.sio	0	0	AGREE_ACCEPT
docs/audit/exactly_private_ta/witness_robust_two_plus.sio	1	1	AGREE_REJECT
docs/audit/g1_wip/CLOSURE_BODY_CALL_REPRO_2026-06-03.sio	0	0	AGREE_ACCEPT
docs/audit/g1_wip/MODULAR_CROSS_SRET_cd_mul_repro_2026-06-02.sio	0	0	AGREE_ACCEPT
docs/audit/g1_wip/MODULAR_INTRA_SRET_minimal_repro_2026-06-02.sio	1	0	LEAN_ONLY
docs/audit/g1_wip/NESTED_MUT_WRITE_REPRO_2026-06-02.sio	0	0	AGREE_ACCEPT
docs/audit/g1_wip/SEQ_PUSH_SRET_CALL_REPRO_2026-06-03.sio	0	0	AGREE_ACCEPT
docs/audit/g1_wip/SRET_FORWARDING_CRASH_REPRO_2026-06-02.sio	0	0	AGREE_ACCEPT
docs/audit/g1_wip/SRET_FORWARDING_MINIMAL_REPRO_2026-06-02.sio	0	0	AGREE_ACCEPT
docs/audit/g1_wip/TUPLE_MATCH_DEREF_REPRO_2026-06-03.sio	0	0	AGREE_ACCEPT
docs/audit/g1_wip/mut_expr_batch1.sio	1	1	AGREE_REJECT
docs/audit/g1_wip/repro/fallthrough_crash_min.sio	0	0	AGREE_ACCEPT
docs/audit/p0f_repros/bigstruct_queue_repro.sio	0	0	AGREE_ACCEPT
docs/audit/p0f_repros/refarray_forward_typed_works.sio	0	0	AGREE_ACCEPT
docs/audit/p0f_repros/system_string_binding_works.sio	1	0	LEAN_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/angle_input.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/angle_literature.sio	0	1	MADAROS_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/angle_source.sio	0	1	MADAROS_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/computed.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/derived.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/derived_eps.sio	1	1	AGREE_REJECT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/input.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/int_skip.sio	1	1	AGREE_REJECT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/intervention_angle_derived.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/intervention_bracket_derived.sio	1	1	AGREE_REJECT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/intervention_bracket_only.sio	1	1	AGREE_REJECT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/knowledge_angle_derived.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/literature.sio	0	1	MADAROS_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/measured.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/source.sio	0	1	MADAROS_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/source_eps.sio	1	0	LEAN_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/typo_ident.sio	0	1	MADAROS_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/valid.sio	1	0	LEAN_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/validated_bracket_derived.sio	0	1	MADAROS_ONLY
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/validuntil.sio	0	0	AGREE_ACCEPT
docs/audit/probes/knowledge-annotation-parser-coverage-2026-08-19/validwhile.sio	1	0	LEAN_ONLY
docs/audit/r2_3_compiler_tuple_return_bug/instrumentation/field_scope.sio	0	0	AGREE_ACCEPT
docs/audit/r2_3_compiler_tuple_return_bug/repro/bare_read_safe.sio	0	0	AGREE_ACCEPT
docs/audit/r2_3_compiler_tuple_return_bug/repro/canonical.sio	0	0	AGREE_ACCEPT
docs/audit/r2_3_compiler_tuple_return_bug/repro/workaround_proof.sio	0	0	AGREE_ACCEPT
docs/audit/r2_4_pcg64_algorithmic_bug/reference/helpers_selftest.sio	1	1	AGREE_REJECT
docs/audit/r2_4_pcg64_algorithmic_bug/reference/pcg32_attempt/pcg32_fingerprint_probe.sio	1	0	LEAN_ONLY
docs/audit/r2_4_pcg64_algorithmic_bug/reference/pcg32_attempt/pcg32_reference.sio	0	0	AGREE_ACCEPT
docs/audit/r2_4_pcg64_algorithmic_bug/reference/pcg64_fingerprint_probe.sio	0	1	MADAROS_ONLY
docs/audit/r2_4_pcg64_algorithmic_bug/reference/pcg64_oracle_gen.sio	0	1	MADAROS_ONLY
docs/audit/r2_4_pcg64_algorithmic_bug/reference/pcg64_reference.sio	0	0	AGREE_ACCEPT
docs/audit/r2_4_pcg64_algorithmic_bug/reference/phase_c_stat_sanity.sio	0	1	MADAROS_ONLY
docs/audit/r2_4_pcg64_algorithmic_bug/reference/state_probe.sio	1	1	AGREE_REJECT
docs/audit/r2_4_pcg64_algorithmic_bug/reference/stdlib_validation_probe.sio	0	1	MADAROS_ONLY
docs/audit/r2_4_pcg64_algorithmic_bug/reference/trace_xsl_rr.sio	1	1	AGREE_REJECT
docs/audit/r2_4_pcg64_algorithmic_bug/reference/xor_check.sio	0	1	MADAROS_ONLY
docs/audit/r2_4_pcg64_algorithmic_bug/reference/xor_check2.sio	1	1	AGREE_REJECT
docs/audit/r2_5_rng_sampling_pcg64/reference/phase_b_bounded_rng.sio	0	1	MADAROS_ONLY
docs/audit/r2_5_rng_sampling_pcg64/reference/phase_b_bounded_smp.sio	0	1	MADAROS_ONLY
docs/audit/r2_5_rng_sampling_pcg64/reference/phase_b_stat_rng.sio	0	1	MADAROS_ONLY
docs/audit/r2_5_rng_sampling_pcg64/reference/phase_b_stat_smp.sio	0	1	MADAROS_ONLY
docs/audit/r2_5_rng_sampling_pcg64/reference/rng_oracle_gen.sio	0	1	MADAROS_ONLY
docs/audit/r2_5_rng_sampling_pcg64/reference/sampling_validation_probe.sio	0	1	MADAROS_ONLY
docs/audit/r2_6_pcg64_core_unify/reference/core_smoke.sio	0	0	AGREE_ACCEPT
docs/audit/r2_7_pcg_state_unify/reference/alias_isolated_works.sio	0	0	AGREE_ACCEPT
